k,epsilon,M,k2,k1,replication_factor,probagation_complexity,historical_synchronization_complexity
16,0.1,20000,59,19,10.59322033898305,37329806590.36272,129434.07066934789
16,0.1,20000,58,19,10.775862068965518,38585155656.79956,133935.79072532698
16,0.1,20000,57,19,10.964912280701755,39906392895.62781,138676.5158510311
16,0.1,20000,56,19,11.160714285714286,41298238968.8507,143673.46938775512
16,0.1,20000,55,19,11.363636363636363,42765846047.846886,148945.45454545453
16,0.1,20000,54,19,11.574074074074074,44314846084.75922,154513.03155006858
16,0.1,20000,53,19,11.79245283018868,45951405507.86007,160398.71840512636
16,0.1,20000,52,19,12.01923076923077,47682287337.278114,166627.21893491127
16,0.1,20000,51,20,12.254901960784315,47039175800.076904,173225.6824298347
16,0.1,20000,50,20,12.5,48884613120.0,180224.0
16,0.1,20000,49,20,12.755102040816327,50843052621.40774,187655.1436901291
16,0.1,20000,48,20,13.020833333333334,52923960888.888885,195555.55555555556
16,0.1,20000,47,20,13.297872340425531,55137819118.15301,203965.59529198732
16,0.1,20000,46,20,13.58695652173913,57496256604.91493,212930.05671077507
16,0.1,20000,45,20,13.88888888888889,60012205195.061745,222498.7654320988
16,0.1,20000,44,20,14.204545454545455,62700078545.454544,232727.27272727274
16,0.1,20000,43,21,14.534883720930232,62453315103.65963,243677.663601947
16,0.1,20000,42,21,14.880952380952381,65388524539.46657,255419.5011337868
16,0.1,20000,41,21,15.24390243902439,68539283134.18884,268030.9339678763
16,0.1,20000,40,21,15.625,71927320380.95238,281600.0
16,0.1,20000,39,21,16.025641025641026,75577179665.00735,296226.16699539777
16,0.1,20000,38,21,16.44736842105263,79516667542.54056,312022.16066481994
16,0.1,20000,37,22,16.89189189189189,79969325899.46213,329116.1431701972
16,0.1,20000,36,22,17.36111111111111,84377416116.72276,347654.32098765427
16,0.1,20000,35,22,17.857142857142858,89165922790.35251,367804.0816326531
16,0.1,20000,34,22,18.38235294117647,94380086115.13054,389757.78546712804
16,0.1,20000,33,22,18.939393939393938,100072087860.42241,413737.37373737374
16,0.1,20000,32,22,19.53125,106302370909.09093,440000.0
16,0.1,20000,31,22,20.161290322580644,113141261125.72131,468844.9531737773
16,0.1,20000,30,23,20.833333333333332,115424409352.65698,500622.22222222213
16,0.1,20000,29,23,21.551724137931036,123379930955.90137,535743.1629013079
16,0.1,20000,28,23,22.321428571428573,132197800319.43211,574693.8775510205
16,0.1,20000,27,23,23.14814814814815,142007721491.02405,618052.1262002743
16,0.1,20000,26,23,24.03846153846154,152964766987.3939,666508.8757396451
16,0.1,20000,25,24,25.0,158369928533.33334,720896.0
16,0.1,20000,24,24,26.041666666666668,171643638518.5185,782222.2222222222
16,0.1,20000,23,24,27.17391304347826,186677251871.4556,851720.2268431003
16,0.1,20000,22,24,28.40909090909091,203797100606.06064,930909.0909090909
16,0.1,20000,21,24,29.761904761904763,223408905094.48224,1021678.0045351472
16,0.1,20000,20,24,31.25,246022144000.0,1126400.0
16,0.1,20000,19,25,32.89473684210526,261392278479.77838,1248088.6426592798
16,0.1,20000,18,25,34.72222222222222,290903462241.9753,1390617.283950617
16,0.1,20000,17,25,36.76470588235294,325753740489.96545,1559031.1418685121
16,0.1,20000,16,25,39.0625,367316172800.0,1760000.0
16,0.1,20000,15,26,41.666666666666664,401380553299.1452,2002488.8888888885
16,0.1,20000,14,26,44.642857142857146,460229389262.1664,2298775.510204082
16,0.1,20000,13,26,48.07692307692308,533131929576.6956,2666035.5029585804
16,0.1,20000,12,26,52.083333333333336,624955777094.0172,3128888.888888889
16,0.1,20000,11,26,56.81818181818182,742875766153.8462,3723636.3636363638
16,0.1,20000,10,27,62.5,864570330074.0741,4505600.0
16,0.1,20000,9,27,69.44444444444444,1066114596287.1512,5562469.135802468
16,0.1,20000,8,27,78.125,1347711431111.111,7040000.0
16,0.1,20000,7,27,89.28571428571429,1758199609856.3872,9195102.040816328
16,0.1,20000,6,28,104.16666666666667,2304911522539.6826,12515555.555555556
16,0.1,20000,5,28,125.0,3315147922285.715,18022400.0
16,0.1,20000,4,28,156.25,5173786331428.572,28160000.0
16,0.1,20000,3,28,208.33333333333334,9186940505396.826,50062222.222222224
16,0.1,20000,2,29,312.5,19934152915862.066,112640000.0
16,0.1,20000,1,29,625.0,79641878245517.23,450560000.0
