k,epsilon,M,k2,k1,replication_factor,probagation_complexity,historical_synchronization_complexity
8,0.05,20000,23,13,54.34782608695652,588596188710.1935,1471153.1190926277
8,0.05,20000,22,13,56.81818181818182,642884412053.4012,1607933.8842975206
8,0.05,20000,21,13,59.523809523809526,705090083990.9296,1764716.5532879818
8,0.05,20000,20,13,62.5,776833496615.3846,1945600.0000000002
8,0.05,20000,19,13,65.78947368421052,860171939757.085,2155789.4736842103
8,0.05,20000,18,13,69.44444444444444,957749203266.8566,2401975.3086419753
8,0.05,20000,17,13,73.52941176470588,1073008351088.6345,2692871.972318339
8,0.05,20000,16,13,78.125,1210500332307.6924,3040000.0
8,0.05,20000,15,13,83.33333333333333,1376341140786.3247,3458844.444444444
8,0.05,20000,14,13,89.28571428571429,1578905246342.229,3970612.244897959
8,0.05,20000,13,14,96.15384615384616,1699198351039.7295,4604970.414201184
8,0.05,20000,12,14,104.16666666666667,1992835332063.4922,5404444.444444444
8,0.05,20000,11,14,113.63636363636364,2370016977756.7886,6431735.5371900825
8,0.05,20000,10,14,125.0,2865758208000.0005,7782400.000000001
8,0.05,20000,9,14,138.88888888888889,3535550460388.0073,9607901.234567901
8,0.05,20000,8,14,156.25,4471614902857.144,12160000.0
8,0.05,20000,7,14,178.57142857142858,5836471842332.362,15882448.979591835
8,0.05,20000,6,14,208.33333333333334,7938635743492.064,21617777.777777776
8,0.05,20000,5,14,250.0,11423786130285.715,31129600.000000004
8,0.05,20000,4,14,312.5,17837401234285.715,48640000.0
8,0.05,20000,3,14,416.6666666666667,31689131804444.45,86471111.1111111
8,0.05,20000,2,14,625.0,71251488182857.16,194560000.0
8,0.05,20000,1,15,1250.0,265822404607999.97,778240000.0
