k,epsilon,M,k2,k1,replication_factor,probagation_complexity,historical_synchronization_complexity
8,0.1,20000,33,22,37.878787878787875,170099702853.32663,714637.2819100092
8,0.1,20000,32,22,39.0625,180775098181.8182,760000.0
8,0.1,20000,31,22,40.32258064516129,192496175514.14246,809823.1009365245
8,0.1,20000,30,23,41.666666666666664,196473762009.6618,864711.111111111
8,0.1,20000,29,23,43.10344827586207,210115266736.28705,925374.5541022592
8,0.1,20000,28,23,44.642857142857146,225239149032.8305,992653.0612244897
8,0.1,20000,27,23,46.2962962962963,242068650697.20282,1067544.5816186557
8,0.1,20000,26,23,48.07692307692308,260870709873.93884,1151242.603550296
8,0.1,20000,25,24,50.0,270218035200.0,1245184.0
8,0.1,20000,24,24,52.083333333333336,293006601481.4815,1351111.111111111
8,0.1,20000,23,24,54.34782608695652,318822935551.35474,1471153.1190926277
8,0.1,20000,22,24,56.81818181818182,348229056528.92566,1607933.8842975206
8,0.1,20000,21,24,59.523809523809526,381923795495.087,1764716.5532879818
8,0.1,20000,20,24,62.5,420784810666.66675,1945600.0000000002
8,0.1,20000,19,25,65.78947368421052,447289408673.6842,2155789.4736842103
8,0.1,20000,18,25,69.44444444444444,498029585698.7654,2401975.3086419753
8,0.1,20000,17,25,73.52941176470588,557964342566.0901,2692871.972318339
8,0.1,20000,16,25,78.125,629460172800.0,3040000.0
8,0.1,20000,15,26,83.33333333333333,688170570393.1624,3458844.444444444
8,0.1,20000,14,26,89.28571428571429,789452623171.1145,3970612.244897959
8,0.1,20000,13,26,96.15384615384616,914952958252.1621,4604970.414201184
8,0.1,20000,12,26,104.16666666666667,1073065178803.419,5404444.444444444
8,0.1,20000,11,26,113.63636363636364,1276162988022.8862,6431735.5371900825
8,0.1,20000,10,27,125.0,1485948700444.4446,7782400.000000001
8,0.1,20000,9,27,138.88888888888889,1833248386867.8557,9607901.234567901
8,0.1,20000,8,27,156.25,2318615134814.815,12160000.0
8,0.1,20000,7,27,178.57142857142858,3026318733061.2246,15882448.979591835
8,0.1,20000,6,28,208.33333333333334,3969317871746.032,21617777.777777776
8,0.1,20000,5,28,250.0,5711893065142.857,31129600.000000004
8,0.1,20000,4,28,312.5,8918700617142.857,48640000.0
8,0.1,20000,3,28,416.6666666666667,15844565902222.225,86471111.1111111
8,0.1,20000,2,29,625.0,34397270157241.38,194560000.0
8,0.1,20000,1,29,1250.0,137494347211034.48,778240000.0
