k,epsilon,N,k2,k1
16,0.1,100000,592,44
16,0.1,100000,591,44
16,0.1,100000,590,44
16,0.1,100000,589,44
16,0.1,100000,588,44
16,0.1,100000,587,44
16,0.1,100000,586,44
16,0.1,100000,585,44
16,0.1,100000,584,44
16,0.1,100000,583,44
16,0.1,100000,582,44
16,0.1,100000,581,44
16,0.1,100000,580,44
16,0.1,100000,579,44
16,0.1,100000,578,45
16,0.1,100000,577,45
16,0.1,100000,576,45
16,0.1,100000,575,45
16,0.1,100000,574,45
16,0.1,100000,573,45
16,0.1,100000,572,45
16,0.1,100000,571,45
16,0.1,100000,570,45
16,0.1,100000,569,45
16,0.1,100000,568,45
16,0.1,100000,567,45
16,0.1,100000,566,45
16,0.1,100000,565,45
16,0.1,100000,564,45
16,0.1,100000,563,46
16,0.1,100000,562,46
16,0.1,100000,561,46
16,0.1,100000,560,46
16,0.1,100000,559,46
16,0.1,100000,558,46
16,0.1,100000,557,46
16,0.1,100000,556,46
16,0.1,100000,555,46
16,0.1,100000,554,46
16,0.1,100000,553,46
16,0.1,100000,552,46
16,0.1,100000,551,46
16,0.1,100000,550,46
16,0.1,100000,549,47
16,0.1,100000,548,47
16,0.1,100000,547,47
16,0.1,100000,546,47
16,0.1,100000,545,47
16,0.1,100000,544,47
16,0.1,100000,543,47
16,0.1,100000,542,47
16,0.1,100000,541,47
16,0.1,100000,540,47
16,0.1,100000,539,47
16,0.1,100000,538,47
16,0.1,100000,537,47
16,0.1,100000,536,47
16,0.1,100000,535,48
16,0.1,100000,534,48
16,0.1,100000,533,48
16,0.1,100000,532,48
16,0.1,100000,531,48
16,0.1,100000,530,48
16,0.1,100000,529,48
16,0.1,100000,528,48
16,0.1,100000,527,48
16,0.1,100000,526,48
16,0.1,100000,525,48
16,0.1,100000,524,48
16,0.1,100000,523,48
16,0.1,100000,522,49
16,0.1,100000,521,49
16,0.1,100000,520,49
16,0.1,100000,519,49
16,0.1,100000,518,49
16,0.1,100000,517,49
16,0.1,100000,516,49
16,0.1,100000,515,49
16,0.1,100000,514,49
16,0.1,100000,513,49
16,0.1,100000,512,49
16,0.1,100000,511,49
16,0.1,100000,510,49
16,0.1,100000,509,50
16,0.1,100000,508,50
16,0.1,100000,507,50
16,0.1,100000,506,50
16,0.1,100000,505,50
16,0.1,100000,504,50
16,0.1,100000,503,50
16,0.1,100000,502,50
16,0.1,100000,501,50
16,0.1,100000,500,50
16,0.1,100000,499,50
16,0.1,100000,498,50
16,0.1,100000,497,51
16,0.1,100000,496,51
16,0.1,100000,495,51
16,0.1,100000,494,51
16,0.1,100000,493,51
16,0.1,100000,492,51
16,0.1,100000,491,51
16,0.1,100000,490,51
16,0.1,100000,489,51
16,0.1,100000,488,51
16,0.1,100000,487,51
16,0.1,100000,486,52
16,0.1,100000,485,52
16,0.1,100000,484,52
16,0.1,100000,483,52
16,0.1,100000,482,52
16,0.1,100000,481,52
16,0.1,100000,480,52
16,0.1,100000,479,52
16,0.1,100000,478,52
16,0.1,100000,477,52
16,0.1,100000,476,52
16,0.1,100000,475,52
16,0.1,100000,474,53
16,0.1,100000,473,53
16,0.1,100000,472,53
16,0.1,100000,471,53
16,0.1,100000,470,53
16,0.1,100000,469,53
16,0.1,100000,468,53
16,0.1,100000,467,53
16,0.1,100000,466,53
16,0.1,100000,465,53
16,0.1,100000,464,54
16,0.1,100000,463,54
16,0.1,100000,462,54
16,0.1,100000,461,54
16,0.1,100000,460,54
16,0.1,100000,459,54
16,0.1,100000,458,54
16,0.1,100000,457,54
16,0.1,100000,456,54
16,0.1,100000,455,54
16,0.1,100000,454,54
16,0.1,100000,453,55
16,0.1,100000,452,55
16,0.1,100000,451,55
16,0.1,100000,450,55
16,0.1,100000,449,55
16,0.1,100000,448,55
16,0.1,100000,447,55
16,0.1,100000,446,55
16,0.1,100000,445,55
16,0.1,100000,444,55
16,0.1,100000,443,56
16,0.1,100000,442,56
16,0.1,100000,441,56
16,0.1,100000,440,56
16,0.1,100000,439,56
16,0.1,100000,438,56
16,0.1,100000,437,56
16,0.1,100000,436,56
16,0.1,100000,435,56
16,0.1,100000,434,56
16,0.1,100000,433,57
16,0.1,100000,432,57
16,0.1,100000,431,57
16,0.1,100000,430,57
16,0.1,100000,429,57
16,0.1,100000,428,57
16,0.1,100000,427,57
16,0.1,100000,426,57
16,0.1,100000,425,57
16,0.1,100000,424,58
16,0.1,100000,423,58
16,0.1,100000,422,58
16,0.1,100000,421,58
16,0.1,100000,420,58
16,0.1,100000,419,58
16,0.1,100000,418,58
16,0.1,100000,417,58
16,0.1,100000,416,58
16,0.1,100000,415,59
16,0.1,100000,414,59
16,0.1,100000,413,59
16,0.1,100000,412,59
16,0.1,100000,411,59
16,0.1,100000,410,59
16,0.1,100000,409,59
16,0.1,100000,408,59
16,0.1,100000,407,59
16,0.1,100000,406,60
16,0.1,100000,405,60
16,0.1,100000,404,60
16,0.1,100000,403,60
16,0.1,100000,402,60
16,0.1,100000,401,60
16,0.1,100000,400,60
16,0.1,100000,399,60
16,0.1,100000,398,61
16,0.1,100000,397,61
16,0.1,100000,396,61
16,0.1,100000,395,61
16,0.1,100000,394,61
16,0.1,100000,393,61
16,0.1,100000,392,61
16,0.1,100000,391,61
16,0.1,100000,390,62
16,0.1,100000,389,62
16,0.1,100000,388,62
16,0.1,100000,387,62
16,0.1,100000,386,62
16,0.1,100000,385,62
16,0.1,100000,384,62
16,0.1,100000,383,62
16,0.1,100000,382,63
16,0.1,100000,381,63
16,0.1,100000,380,63
16,0.1,100000,379,63
16,0.1,100000,378,63
16,0.1,100000,377,63
16,0.1,100000,376,63
16,0.1,100000,375,63
16,0.1,100000,374,64
16,0.1,100000,373,64
16,0.1,100000,372,64
16,0.1,100000,371,64
16,0.1,100000,370,64
16,0.1,100000,369,64
16,0.1,100000,368,64
16,0.1,100000,367,65
16,0.1,100000,366,65
16,0.1,100000,365,65
16,0.1,100000,364,65
16,0.1,100000,363,65
16,0.1,100000,362,65
16,0.1,100000,361,65
16,0.1,100000,360,65
16,0.1,100000,359,66
16,0.1,100000,358,66
16,0.1,100000,357,66
16,0.1,100000,356,66
16,0.1,100000,355,66
16,0.1,100000,354,66
16,0.1,100000,353,66
16,0.1,100000,352,67
16,0.1,100000,351,67
16,0.1,100000,350,67
16,0.1,100000,349,67
16,0.1,100000,348,67
16,0.1,100000,347,67
16,0.1,100000,346,68
16,0.1,100000,345,68
16,0.1,100000,344,68
16,0.1,100000,343,68
16,0.1,100000,342,68
16,0.1,100000,341,68
16,0.1,100000,340,68
16,0.1,100000,339,69
16,0.1,100000,338,69
16,0.1,100000,337,69
16,0.1,100000,336,69
16,0.1,100000,335,69
16,0.1,100000,334,69
16,0.1,100000,333,70
16,0.1,100000,332,70
16,0.1,100000,331,70
16,0.1,100000,330,70
16,0.1,100000,329,70
16,0.1,100000,328,70
16,0.1,100000,327,70
16,0.1,100000,326,71
16,0.1,100000,325,71
16,0.1,100000,324,71
16,0.1,100000,323,71
16,0.1,100000,322,71
16,0.1,100000,321,71
16,0.1,100000,320,72
16,0.1,100000,319,72
16,0.1,100000,318,72
16,0.1,100000,317,72
16,0.1,100000,316,72
16,0.1,100000,315,72
16,0.1,100000,314,73
16,0.1,100000,313,73
16,0.1,100000,312,73
16,0.1,100000,311,73
16,0.1,100000,310,73
16,0.1,100000,309,74
16,0.1,100000,308,74
16,0.1,100000,307,74
16,0.1,100000,306,74
16,0.1,100000,305,74
16,0.1,100000,304,74
16,0.1,100000,303,75
16,0.1,100000,302,75
16,0.1,100000,301,75
16,0.1,100000,300,75
16,0.1,100000,299,75
16,0.1,100000,298,76
16,0.1,100000,297,76
16,0.1,100000,296,76
16,0.1,100000,295,76
16,0.1,100000,294,76
16,0.1,100000,293,76
16,0.1,100000,292,77
16,0.1,100000,291,77
16,0.1,100000,290,77
16,0.1,100000,289,77
16,0.1,100000,288,77
16,0.1,100000,287,78
16,0.1,100000,286,78
16,0.1,100000,285,78
16,0.1,100000,284,78
16,0.1,100000,283,78
16,0.1,100000,282,79
16,0.1,100000,281,79
16,0.1,100000,280,79
16,0.1,100000,279,79
16,0.1,100000,278,79
16,0.1,100000,277,80
16,0.1,100000,276,80
16,0.1,100000,275,80
16,0.1,100000,274,80
16,0.1,100000,273,81
16,0.1,100000,272,81
16,0.1,100000,271,81
16,0.1,100000,270,81
16,0.1,100000,269,81
16,0.1,100000,268,82
16,0.1,100000,267,82
16,0.1,100000,266,82
16,0.1,100000,265,82
16,0.1,100000,264,82
16,0.1,100000,263,83
16,0.1,100000,262,83
16,0.1,100000,261,83
16,0.1,100000,260,83
16,0.1,100000,259,84
16,0.1,100000,258,84
16,0.1,100000,257,84
16,0.1,100000,256,84
16,0.1,100000,255,84
16,0.1,100000,254,85
16,0.1,100000,253,85
16,0.1,100000,252,85
16,0.1,100000,251,85
16,0.1,100000,250,86
16,0.1,100000,249,86
16,0.1,100000,248,86
16,0.1,100000,247,86
16,0.1,100000,246,87
16,0.1,100000,245,87
16,0.1,100000,244,87
16,0.1,100000,243,87
16,0.1,100000,242,88
16,0.1,100000,241,88
16,0.1,100000,240,88
16,0.1,100000,239,88
16,0.1,100000,238,89
16,0.1,100000,237,89
16,0.1,100000,236,89
16,0.1,100000,235,89
16,0.1,100000,234,90
16,0.1,100000,233,90
16,0.1,100000,232,90
16,0.1,100000,231,90
16,0.1,100000,230,91
16,0.1,100000,229,91
16,0.1,100000,228,91
16,0.1,100000,227,92
16,0.1,100000,226,92
16,0.1,100000,225,92
16,0.1,100000,224,92
16,0.1,100000,223,93
16,0.1,100000,222,93
16,0.1,100000,221,93
16,0.1,100000,220,94
16,0.1,100000,219,94
16,0.1,100000,218,94
16,0.1,100000,217,94
16,0.1,100000,216,95
16,0.1,100000,215,95
16,0.1,100000,214,95
16,0.1,100000,213,96
16,0.1,100000,212,96
16,0.1,100000,211,96
16,0.1,100000,210,96
16,0.1,100000,209,97
16,0.1,100000,208,97
16,0.1,100000,207,97
16,0.1,100000,206,98
16,0.1,100000,205,98
16,0.1,100000,204,98
16,0.1,100000,203,99
16,0.1,100000,202,99
16,0.1,100000,201,99
16,0.1,100000,200,100
16,0.1,100000,199,100
16,0.1,100000,198,100
16,0.1,100000,197,101
16,0.1,100000,196,101
16,0.1,100000,195,101
16,0.1,100000,194,102
16,0.1,100000,193,102
16,0.1,100000,192,102
16,0.1,100000,191,103
16,0.1,100000,190,103
16,0.1,100000,189,103
16,0.1,100000,188,104
16,0.1,100000,187,104
16,0.1,100000,186,104
16,0.1,100000,185,105
16,0.1,100000,184,105
16,0.1,100000,183,105
16,0.1,100000,182,106
16,0.1,100000,181,106
16,0.1,100000,180,106
16,0.1,100000,179,107
16,0.1,100000,178,107
16,0.1,100000,177,108
16,0.1,100000,176,108
16,0.1,100000,175,108
16,0.1,100000,174,109
16,0.1,100000,173,109
16,0.1,100000,172,109
16,0.1,100000,171,110
16,0.1,100000,170,110
16,0.1,100000,169,111
16,0.1,100000,168,111
16,0.1,100000,167,111
16,0.1,100000,166,112
16,0.1,100000,165,112
16,0.1,100000,164,113
16,0.1,100000,163,113
16,0.1,100000,162,114
16,0.1,100000,161,114
16,0.1,100000,160,114
16,0.1,100000,159,115
16,0.1,100000,158,115
16,0.1,100000,157,116
16,0.1,100000,156,116
16,0.1,100000,155,117
16,0.1,100000,154,117
16,0.1,100000,153,117
16,0.1,100000,152,118
16,0.1,100000,151,118
16,0.1,100000,150,119
16,0.1,100000,149,119
16,0.1,100000,148,120
16,0.1,100000,147,120
16,0.1,100000,146,121
16,0.1,100000,145,121
16,0.1,100000,144,122
16,0.1,100000,143,122
16,0.1,100000,142,123
16,0.1,100000,141,123
16,0.1,100000,140,123
16,0.1,100000,139,124
16,0.1,100000,138,124
16,0.1,100000,137,125
16,0.1,100000,136,126
16,0.1,100000,135,126
16,0.1,100000,134,127
16,0.1,100000,133,127
16,0.1,100000,132,128
16,0.1,100000,131,128
16,0.1,100000,130,129
16,0.1,100000,129,129
16,0.1,100000,128,130
16,0.1,100000,127,130
16,0.1,100000,126,131
16,0.1,100000,125,131
16,0.1,100000,124,132
16,0.1,100000,123,132
16,0.1,100000,122,133
16,0.1,100000,121,134
16,0.1,100000,120,134
16,0.1,100000,119,135
16,0.1,100000,118,135
16,0.1,100000,117,136
16,0.1,100000,116,137
16,0.1,100000,115,137
16,0.1,100000,114,138
16,0.1,100000,113,138
16,0.1,100000,112,139
16,0.1,100000,111,140
16,0.1,100000,110,140
16,0.1,100000,109,141
16,0.1,100000,108,142
16,0.1,100000,107,142
16,0.1,100000,106,143
16,0.1,100000,105,144
16,0.1,100000,104,144
16,0.1,100000,103,145
16,0.1,100000,102,146
16,0.1,100000,101,146
16,0.1,100000,100,147
16,0.1,100000,99,148
16,0.1,100000,98,148
16,0.1,100000,97,149
16,0.1,100000,96,150
16,0.1,100000,95,151
16,0.1,100000,94,151
16,0.1,100000,93,152
16,0.1,100000,92,153
16,0.1,100000,91,154
16,0.1,100000,90,154
16,0.1,100000,89,155
16,0.1,100000,88,156
16,0.1,100000,87,157
16,0.1,100000,86,157
16,0.1,100000,85,158
16,0.1,100000,84,159
16,0.1,100000,83,160
16,0.1,100000,82,161
16,0.1,100000,81,161
16,0.1,100000,80,162
16,0.1,100000,79,163
16,0.1,100000,78,164
16,0.1,100000,77,165
16,0.1,100000,76,166
16,0.1,100000,75,167
16,0.1,100000,74,168
16,0.1,100000,73,168
16,0.1,100000,72,169
16,0.1,100000,71,170
16,0.1,100000,70,171
16,0.1,100000,69,172
16,0.1,100000,68,173
16,0.1,100000,67,174
16,0.1,100000,66,175
16,0.1,100000,65,176
16,0.1,100000,64,177
16,0.1,100000,63,178
16,0.1,100000,62,179
16,0.1,100000,61,180
16,0.1,100000,60,181
16,0.1,100000,59,182
16,0.1,100000,58,183
16,0.1,100000,57,184
16,0.1,100000,56,186
16,0.1,100000,55,187
16,0.1,100000,54,188
16,0.1,100000,53,189
16,0.1,100000,52,190
16,0.1,100000,51,191
16,0.1,100000,50,192
16,0.1,100000,49,194
16,0.1,100000,48,195
16,0.1,100000,47,196
16,0.1,100000,46,197
16,0.1,100000,45,199
16,0.1,100000,44,200
16,0.1,100000,43,201
16,0.1,100000,42,202
16,0.1,100000,41,204
16,0.1,100000,40,205
16,0.1,100000,39,206
16,0.1,100000,38,208
16,0.1,100000,37,209
16,0.1,100000,36,211
16,0.1,100000,35,212
16,0.1,100000,34,213
16,0.1,100000,33,215
16,0.1,100000,32,216
16,0.1,100000,31,218
16,0.1,100000,30,219
16,0.1,100000,29,221
16,0.1,100000,28,223
16,0.1,100000,27,224
16,0.1,100000,26,226
16,0.1,100000,25,227
16,0.1,100000,24,229
16,0.1,100000,23,231
16,0.1,100000,22,233
16,0.1,100000,21,234
16,0.1,100000,20,236
16,0.1,100000,19,238
16,0.1,100000,18,240
16,0.1,100000,17,241
16,0.1,100000,16,243
16,0.1,100000,15,245
16,0.1,100000,14,247
16,0.1,100000,13,249
16,0.1,100000,12,251
16,0.1,100000,11,253
16,0.1,100000,10,255
16,0.1,100000,9,257
16,0.1,100000,8,259
16,0.1,100000,7,262
16,0.1,100000,6,264
16,0.1,100000,5,266
16,0.1,100000,4,268
16,0.1,100000,3,271
16,0.1,100000,2,273
16,0.1,100000,1,275
