k,epsilon,N,k2,k1
16,0.05,100000,728,28
16,0.05,100000,727,28
16,0.05,100000,726,28
16,0.05,100000,725,28
16,0.05,100000,724,28
16,0.05,100000,723,28
16,0.05,100000,722,28
16,0.05,100000,721,28
16,0.05,100000,720,28
16,0.05,100000,719,28
16,0.05,100000,718,28
16,0.05,100000,717,28
16,0.05,100000,716,28
16,0.05,100000,715,28
16,0.05,100000,714,28
16,0.05,100000,713,28
16,0.05,100000,712,28
16,0.05,100000,711,28
16,0.05,100000,710,28
16,0.05,100000,709,28
16,0.05,100000,708,28
16,0.05,100000,707,28
16,0.05,100000,706,28
16,0.05,100000,705,28
16,0.05,100000,704,28
16,0.05,100000,703,28
16,0.05,100000,702,28
16,0.05,100000,701,28
16,0.05,100000,700,28
16,0.05,100000,699,28
16,0.05,100000,698,29
16,0.05,100000,697,29
16,0.05,100000,696,29
16,0.05,100000,695,29
16,0.05,100000,694,29
16,0.05,100000,693,29
16,0.05,100000,692,29
16,0.05,100000,691,29
16,0.05,100000,690,29
16,0.05,100000,689,29
16,0.05,100000,688,29
16,0.05,100000,687,29
16,0.05,100000,686,29
16,0.05,100000,685,29
16,0.05,100000,684,29
16,0.05,100000,683,29
16,0.05,100000,682,29
16,0.05,100000,681,29
16,0.05,100000,680,29
16,0.05,100000,679,29
16,0.05,100000,678,29
16,0.05,100000,677,29
16,0.05,100000,676,29
16,0.05,100000,675,29
16,0.05,100000,674,29
16,0.05,100000,673,29
16,0.05,100000,672,29
16,0.05,100000,671,29
16,0.05,100000,670,29
16,0.05,100000,669,30
16,0.05,100000,668,30
16,0.05,100000,667,30
16,0.05,100000,666,30
16,0.05,100000,665,30
16,0.05,100000,664,30
16,0.05,100000,663,30
16,0.05,100000,662,30
16,0.05,100000,661,30
16,0.05,100000,660,30
16,0.05,100000,659,30
16,0.05,100000,658,30
16,0.05,100000,657,30
16,0.05,100000,656,30
16,0.05,100000,655,30
16,0.05,100000,654,30
16,0.05,100000,653,30
16,0.05,100000,652,30
16,0.05,100000,651,30
16,0.05,100000,650,30
16,0.05,100000,649,30
16,0.05,100000,648,30
16,0.05,100000,647,30
16,0.05,100000,646,30
16,0.05,100000,645,30
16,0.05,100000,644,30
16,0.05,100000,643,30
16,0.05,100000,642,31
16,0.05,100000,641,31
16,0.05,100000,640,31
16,0.05,100000,639,31
16,0.05,100000,638,31
16,0.05,100000,637,31
16,0.05,100000,636,31
16,0.05,100000,635,31
16,0.05,100000,634,31
16,0.05,100000,633,31
16,0.05,100000,632,31
16,0.05,100000,631,31
16,0.05,100000,630,31
16,0.05,100000,629,31
16,0.05,100000,628,31
16,0.05,100000,627,31
16,0.05,100000,626,31
16,0.05,100000,625,31
16,0.05,100000,624,31
16,0.05,100000,623,31
16,0.05,100000,622,31
16,0.05,100000,621,31
16,0.05,100000,620,31
16,0.05,100000,619,31
16,0.05,100000,618,31
16,0.05,100000,617,31
16,0.05,100000,616,32
16,0.05,100000,615,32
16,0.05,100000,614,32
16,0.05,100000,613,32
16,0.05,100000,612,32
16,0.05,100000,611,32
16,0.05,100000,610,32
16,0.05,100000,609,32
16,0.05,100000,608,32
16,0.05,100000,607,32
16,0.05,100000,606,32
16,0.05,100000,605,32
16,0.05,100000,604,32
16,0.05,100000,603,32
16,0.05,100000,602,32
16,0.05,100000,601,32
16,0.05,100000,600,32
16,0.05,100000,599,32
16,0.05,100000,598,32
16,0.05,100000,597,32
16,0.05,100000,596,32
16,0.05,100000,595,32
16,0.05,100000,594,32
16,0.05,100000,593,32
16,0.05,100000,592,33
16,0.05,100000,591,33
16,0.05,100000,590,33
16,0.05,100000,589,33
16,0.05,100000,588,33
16,0.05,100000,587,33
16,0.05,100000,586,33
16,0.05,100000,585,33
16,0.05,100000,584,33
16,0.05,100000,583,33
16,0.05,100000,582,33
16,0.05,100000,581,33
16,0.05,100000,580,33
16,0.05,100000,579,33
16,0.05,100000,578,33
16,0.05,100000,577,33
16,0.05,100000,576,33
16,0.05,100000,575,33
16,0.05,100000,574,33
16,0.05,100000,573,33
16,0.05,100000,572,33
16,0.05,100000,571,33
16,0.05,100000,570,34
16,0.05,100000,569,34
16,0.05,100000,568,34
16,0.05,100000,567,34
16,0.05,100000,566,34
16,0.05,100000,565,34
16,0.05,100000,564,34
16,0.05,100000,563,34
16,0.05,100000,562,34
16,0.05,100000,561,34
16,0.05,100000,560,34
16,0.05,100000,559,34
16,0.05,100000,558,34
16,0.05,100000,557,34
16,0.05,100000,556,34
16,0.05,100000,555,34
16,0.05,100000,554,34
16,0.05,100000,553,34
16,0.05,100000,552,34
16,0.05,100000,551,34
16,0.05,100000,550,34
16,0.05,100000,549,35
16,0.05,100000,548,35
16,0.05,100000,547,35
16,0.05,100000,546,35
16,0.05,100000,545,35
16,0.05,100000,544,35
16,0.05,100000,543,35
16,0.05,100000,542,35
16,0.05,100000,541,35
16,0.05,100000,540,35
16,0.05,100000,539,35
16,0.05,100000,538,35
16,0.05,100000,537,35
16,0.05,100000,536,35
16,0.05,100000,535,35
16,0.05,100000,534,35
16,0.05,100000,533,35
16,0.05,100000,532,35
16,0.05,100000,531,35
16,0.05,100000,530,35
16,0.05,100000,529,35
16,0.05,100000,528,36
16,0.05,100000,527,36
16,0.05,100000,526,36
16,0.05,100000,525,36
16,0.05,100000,524,36
16,0.05,100000,523,36
16,0.05,100000,522,36
16,0.05,100000,521,36
16,0.05,100000,520,36
16,0.05,100000,519,36
16,0.05,100000,518,36
16,0.05,100000,517,36
16,0.05,100000,516,36
16,0.05,100000,515,36
16,0.05,100000,514,36
16,0.05,100000,513,36
16,0.05,100000,512,36
16,0.05,100000,511,36
16,0.05,100000,510,36
16,0.05,100000,509,37
16,0.05,100000,508,37
16,0.05,100000,507,37
16,0.05,100000,506,37
16,0.05,100000,505,37
16,0.05,100000,504,37
16,0.05,100000,503,37
16,0.05,100000,502,37
16,0.05,100000,501,37
16,0.05,100000,500,37
16,0.05,100000,499,37
16,0.05,100000,498,37
16,0.05,100000,497,37
16,0.05,100000,496,37
16,0.05,100000,495,37
16,0.05,100000,494,37
16,0.05,100000,493,37
16,0.05,100000,492,37
16,0.05,100000,491,38
16,0.05,100000,490,38
16,0.05,100000,489,38
16,0.05,100000,488,38
16,0.05,100000,487,38
16,0.05,100000,486,38
16,0.05,100000,485,38
16,0.05,100000,484,38
16,0.05,100000,483,38
16,0.05,100000,482,38
16,0.05,100000,481,38
16,0.05,100000,480,38
16,0.05,100000,479,38
16,0.05,100000,478,38
16,0.05,100000,477,38
16,0.05,100000,476,38
16,0.05,100000,475,38
16,0.05,100000,474,39
16,0.05,100000,473,39
16,0.05,100000,472,39
16,0.05,100000,471,39
16,0.05,100000,470,39
16,0.05,100000,469,39
16,0.05,100000,468,39
16,0.05,100000,467,39
16,0.05,100000,466,39
16,0.05,100000,465,39
16,0.05,100000,464,39
16,0.05,100000,463,39
16,0.05,100000,462,39
16,0.05,100000,461,39
16,0.05,100000,460,39
16,0.05,100000,459,39
16,0.05,100000,458,40
16,0.05,100000,457,40
16,0.05,100000,456,40
16,0.05,100000,455,40
16,0.05,100000,454,40
16,0.05,100000,453,40
16,0.05,100000,452,40
16,0.05,100000,451,40
16,0.05,100000,450,40
16,0.05,100000,449,40
16,0.05,100000,448,40
16,0.05,100000,447,40
16,0.05,100000,446,40
16,0.05,100000,445,40
16,0.05,100000,444,40
16,0.05,100000,443,40
16,0.05,100000,442,41
16,0.05,100000,441,41
16,0.05,100000,440,41
16,0.05,100000,439,41
16,0.05,100000,438,41
16,0.05,100000,437,41
16,0.05,100000,436,41
16,0.05,100000,435,41
16,0.05,100000,434,41
16,0.05,100000,433,41
16,0.05,100000,432,41
16,0.05,100000,431,41
16,0.05,100000,430,41
16,0.05,100000,429,41
16,0.05,100000,428,42
16,0.05,100000,427,42
16,0.05,100000,426,42
16,0.05,100000,425,42
16,0.05,100000,424,42
16,0.05,100000,423,42
16,0.05,100000,422,42
16,0.05,100000,421,42
16,0.05,100000,420,42
16,0.05,100000,419,42
16,0.05,100000,418,42
16,0.05,100000,417,42
16,0.05,100000,416,42
16,0.05,100000,415,42
16,0.05,100000,414,43
16,0.05,100000,413,43
16,0.05,100000,412,43
16,0.05,100000,411,43
16,0.05,100000,410,43
16,0.05,100000,409,43
16,0.05,100000,408,43
16,0.05,100000,407,43
16,0.05,100000,406,43
16,0.05,100000,405,43
16,0.05,100000,404,43
16,0.05,100000,403,43
16,0.05,100000,402,43
16,0.05,100000,401,43
16,0.05,100000,400,44
16,0.05,100000,399,44
16,0.05,100000,398,44
16,0.05,100000,397,44
16,0.05,100000,396,44
16,0.05,100000,395,44
16,0.05,100000,394,44
16,0.05,100000,393,44
16,0.05,100000,392,44
16,0.05,100000,391,44
16,0.05,100000,390,44
16,0.05,100000,389,44
16,0.05,100000,388,44
16,0.05,100000,387,45
16,0.05,100000,386,45
16,0.05,100000,385,45
16,0.05,100000,384,45
16,0.05,100000,383,45
16,0.05,100000,382,45
16,0.05,100000,381,45
16,0.05,100000,380,45
16,0.05,100000,379,45
16,0.05,100000,378,45
16,0.05,100000,377,45
16,0.05,100000,376,45
16,0.05,100000,375,46
16,0.05,100000,374,46
16,0.05,100000,373,46
16,0.05,100000,372,46
16,0.05,100000,371,46
16,0.05,100000,370,46
16,0.05,100000,369,46
16,0.05,100000,368,46
16,0.05,100000,367,46
16,0.05,100000,366,46
16,0.05,100000,365,46
16,0.05,100000,364,46
16,0.05,100000,363,47
16,0.05,100000,362,47
16,0.05,100000,361,47
16,0.05,100000,360,47
16,0.05,100000,359,47
16,0.05,100000,358,47
16,0.05,100000,357,47
16,0.05,100000,356,47
16,0.05,100000,355,47
16,0.05,100000,354,47
16,0.05,100000,353,47
16,0.05,100000,352,48
16,0.05,100000,351,48
16,0.05,100000,350,48
16,0.05,100000,349,48
16,0.05,100000,348,48
16,0.05,100000,347,48
16,0.05,100000,346,48
16,0.05,100000,345,48
16,0.05,100000,344,48
16,0.05,100000,343,48
16,0.05,100000,342,48
16,0.05,100000,341,49
16,0.05,100000,340,49
16,0.05,100000,339,49
16,0.05,100000,338,49
16,0.05,100000,337,49
16,0.05,100000,336,49
16,0.05,100000,335,49
16,0.05,100000,334,49
16,0.05,100000,333,49
16,0.05,100000,332,49
16,0.05,100000,331,50
16,0.05,100000,330,50
16,0.05,100000,329,50
16,0.05,100000,328,50
16,0.05,100000,327,50
16,0.05,100000,326,50
16,0.05,100000,325,50
16,0.05,100000,324,50
16,0.05,100000,323,50
16,0.05,100000,322,50
16,0.05,100000,321,51
16,0.05,100000,320,51
16,0.05,100000,319,51
16,0.05,100000,318,51
16,0.05,100000,317,51
16,0.05,100000,316,51
16,0.05,100000,315,51
16,0.05,100000,314,51
16,0.05,100000,313,51
16,0.05,100000,312,51
16,0.05,100000,311,52
16,0.05,100000,310,52
16,0.05,100000,309,52
16,0.05,100000,308,52
16,0.05,100000,307,52
16,0.05,100000,306,52
16,0.05,100000,305,52
16,0.05,100000,304,52
16,0.05,100000,303,52
16,0.05,100000,302,53
16,0.05,100000,301,53
16,0.05,100000,300,53
16,0.05,100000,299,53
16,0.05,100000,298,53
16,0.05,100000,297,53
16,0.05,100000,296,53
16,0.05,100000,295,53
16,0.05,100000,294,53
16,0.05,100000,293,54
16,0.05,100000,292,54
16,0.05,100000,291,54
16,0.05,100000,290,54
16,0.05,100000,289,54
16,0.05,100000,288,54
16,0.05,100000,287,54
16,0.05,100000,286,54
16,0.05,100000,285,55
16,0.05,100000,284,55
16,0.05,100000,283,55
16,0.05,100000,282,55
16,0.05,100000,281,55
16,0.05,100000,280,55
16,0.05,100000,279,55
16,0.05,100000,278,55
16,0.05,100000,277,55
16,0.05,100000,276,56
16,0.05,100000,275,56
16,0.05,100000,274,56
16,0.05,100000,273,56
16,0.05,100000,272,56
16,0.05,100000,271,56
16,0.05,100000,270,56
16,0.05,100000,269,56
16,0.05,100000,268,57
16,0.05,100000,267,57
16,0.05,100000,266,57
16,0.05,100000,265,57
16,0.05,100000,264,57
16,0.05,100000,263,57
16,0.05,100000,262,57
16,0.05,100000,261,58
16,0.05,100000,260,58
16,0.05,100000,259,58
16,0.05,100000,258,58
16,0.05,100000,257,58
16,0.05,100000,256,58
16,0.05,100000,255,58
16,0.05,100000,254,58
16,0.05,100000,253,59
16,0.05,100000,252,59
16,0.05,100000,251,59
16,0.05,100000,250,59
16,0.05,100000,249,59
16,0.05,100000,248,59
16,0.05,100000,247,59
16,0.05,100000,246,60
16,0.05,100000,245,60
16,0.05,100000,244,60
16,0.05,100000,243,60
16,0.05,100000,242,60
16,0.05,100000,241,60
16,0.05,100000,240,60
16,0.05,100000,239,61
16,0.05,100000,238,61
16,0.05,100000,237,61
16,0.05,100000,236,61
16,0.05,100000,235,61
16,0.05,100000,234,61
16,0.05,100000,233,61
16,0.05,100000,232,62
16,0.05,100000,231,62
16,0.05,100000,230,62
16,0.05,100000,229,62
16,0.05,100000,228,62
16,0.05,100000,227,62
16,0.05,100000,226,63
16,0.05,100000,225,63
16,0.05,100000,224,63
16,0.05,100000,223,63
16,0.05,100000,222,63
16,0.05,100000,221,63
16,0.05,100000,220,63
16,0.05,100000,219,64
16,0.05,100000,218,64
16,0.05,100000,217,64
16,0.05,100000,216,64
16,0.05,100000,215,64
16,0.05,100000,214,64
16,0.05,100000,213,65
16,0.05,100000,212,65
16,0.05,100000,211,65
16,0.05,100000,210,65
16,0.05,100000,209,65
16,0.05,100000,208,65
16,0.05,100000,207,66
16,0.05,100000,206,66
16,0.05,100000,205,66
16,0.05,100000,204,66
16,0.05,100000,203,66
16,0.05,100000,202,67
16,0.05,100000,201,67
16,0.05,100000,200,67
16,0.05,100000,199,67
16,0.05,100000,198,67
16,0.05,100000,197,67
16,0.05,100000,196,68
16,0.05,100000,195,68
16,0.05,100000,194,68
16,0.05,100000,193,68
16,0.05,100000,192,68
16,0.05,100000,191,68
16,0.05,100000,190,69
16,0.05,100000,189,69
16,0.05,100000,188,69
16,0.05,100000,187,69
16,0.05,100000,186,69
16,0.05,100000,185,70
16,0.05,100000,184,70
16,0.05,100000,183,70
16,0.05,100000,182,70
16,0.05,100000,181,70
16,0.05,100000,180,71
16,0.05,100000,179,71
16,0.05,100000,178,71
16,0.05,100000,177,71
16,0.05,100000,176,71
16,0.05,100000,175,72
16,0.05,100000,174,72
16,0.05,100000,173,72
16,0.05,100000,172,72
16,0.05,100000,171,72
16,0.05,100000,170,73
16,0.05,100000,169,73
16,0.05,100000,168,73
16,0.05,100000,167,73
16,0.05,100000,166,73
16,0.05,100000,165,74
16,0.05,100000,164,74
16,0.05,100000,163,74
16,0.05,100000,162,74
16,0.05,100000,161,75
16,0.05,100000,160,75
16,0.05,100000,159,75
16,0.05,100000,158,75
16,0.05,100000,157,75
16,0.05,100000,156,76
16,0.05,100000,155,76
16,0.05,100000,154,76
16,0.05,100000,153,76
16,0.05,100000,152,77
16,0.05,100000,151,77
16,0.05,100000,150,77
16,0.05,100000,149,77
16,0.05,100000,148,78
16,0.05,100000,147,78
16,0.05,100000,146,78
16,0.05,100000,145,78
16,0.05,100000,144,79
16,0.05,100000,143,79
16,0.05,100000,142,79
16,0.05,100000,141,79
16,0.05,100000,140,80
16,0.05,100000,139,80
16,0.05,100000,138,80
16,0.05,100000,137,80
16,0.05,100000,136,81
16,0.05,100000,135,81
16,0.05,100000,134,81
16,0.05,100000,133,81
16,0.05,100000,132,82
16,0.05,100000,131,82
16,0.05,100000,130,82
16,0.05,100000,129,82
16,0.05,100000,128,83
16,0.05,100000,127,83
16,0.05,100000,126,83
16,0.05,100000,125,83
16,0.05,100000,124,84
16,0.05,100000,123,84
16,0.05,100000,122,84
16,0.05,100000,121,85
16,0.05,100000,120,85
16,0.05,100000,119,85
16,0.05,100000,118,85
16,0.05,100000,117,86
16,0.05,100000,116,86
16,0.05,100000,115,86
16,0.05,100000,114,87
16,0.05,100000,113,87
16,0.05,100000,112,87
16,0.05,100000,111,87
16,0.05,100000,110,88
16,0.05,100000,109,88
16,0.05,100000,108,88
16,0.05,100000,107,89
16,0.05,100000,106,89
16,0.05,100000,105,89
16,0.05,100000,104,90
16,0.05,100000,103,90
16,0.05,100000,102,90
16,0.05,100000,101,91
16,0.05,100000,100,91
16,0.05,100000,99,91
16,0.05,100000,98,92
16,0.05,100000,97,92
16,0.05,100000,96,92
16,0.05,100000,95,93
16,0.05,100000,94,93
16,0.05,100000,93,93
16,0.05,100000,92,94
16,0.05,100000,91,94
16,0.05,100000,90,94
16,0.05,100000,89,95
16,0.05,100000,88,95
16,0.05,100000,87,95
16,0.05,100000,86,96
16,0.05,100000,85,96
16,0.05,100000,84,96
16,0.05,100000,83,97
16,0.05,100000,82,97
16,0.05,100000,81,98
16,0.05,100000,80,98
16,0.05,100000,79,98
16,0.05,100000,78,99
16,0.05,100000,77,99
16,0.05,100000,76,99
16,0.05,100000,75,100
16,0.05,100000,74,100
16,0.05,100000,73,101
16,0.05,100000,72,101
16,0.05,100000,71,101
16,0.05,100000,70,102
16,0.05,100000,69,102
16,0.05,100000,68,103
16,0.05,100000,67,103
16,0.05,100000,66,104
16,0.05,100000,65,104
16,0.05,100000,64,104
16,0.05,100000,63,105
16,0.05,100000,62,105
16,0.05,100000,61,106
16,0.05,100000,60,106
16,0.05,100000,59,107
16,0.05,100000,58,107
16,0.05,100000,57,107
16,0.05,100000,56,108
16,0.05,100000,55,108
16,0.05,100000,54,109
16,0.05,100000,53,109
16,0.05,100000,52,110
16,0.05,100000,51,110
16,0.05,100000,50,111
16,0.05,100000,49,111
16,0.05,100000,48,112
16,0.05,100000,47,112
16,0.05,100000,46,113
16,0.05,100000,45,113
16,0.05,100000,44,114
16,0.05,100000,43,114
16,0.05,100000,42,115
16,0.05,100000,41,115
16,0.05,100000,40,116
16,0.05,100000,39,116
16,0.05,100000,38,117
16,0.05,100000,37,117
16,0.05,100000,36,118
16,0.05,100000,35,118
16,0.05,100000,34,119
16,0.05,100000,33,120
16,0.05,100000,32,120
16,0.05,100000,31,121
16,0.05,100000,30,121
16,0.05,100000,29,122
16,0.05,100000,28,122
16,0.05,100000,27,123
16,0.05,100000,26,124
16,0.05,100000,25,124
16,0.05,100000,24,125
16,0.05,100000,23,125
16,0.05,100000,22,126
16,0.05,100000,21,127
16,0.05,100000,20,127
16,0.05,100000,19,128
16,0.05,100000,18,129
16,0.05,100000,17,129
16,0.05,100000,16,130
16,0.05,100000,15,131
16,0.05,100000,14,131
16,0.05,100000,13,132
16,0.05,100000,12,133
16,0.05,100000,11,133
16,0.05,100000,10,134
16,0.05,100000,9,135
16,0.05,100000,8,135
16,0.05,100000,7,136
16,0.05,100000,6,137
16,0.05,100000,5,137
16,0.05,100000,4,138
16,0.05,100000,3,139
16,0.05,100000,2,140
16,0.05,100000,1,141
