k,epsilon,N,k2,k1
16,0.05,2500,25,3
16,0.05,2500,24,3
16,0.05,2500,23,3
16,0.05,2500,22,3
16,0.05,2500,21,3
16,0.05,2500,20,3
16,0.05,2500,19,3
16,0.05,2500,18,3
16,0.05,2500,17,3
16,0.05,2500,16,3
16,0.05,2500,15,3
16,0.05,2500,14,3
16,0.05,2500,13,3
16,0.05,2500,12,3
16,0.05,2500,11,3
16,0.05,2500,10,3
16,0.05,2500,9,3
16,0.05,2500,8,3
16,0.05,2500,7,3
16,0.05,2500,6,3
16,0.05,2500,5,3
16,0.05,2500,4,3
16,0.05,2500,3,3
16,0.05,2500,2,3
16,0.05,2500,1,3
