epsilon,M,k2,k1,replication_factor,probagation_complexity,historical_synchronization_complexity
0.1,20000,172,11,58.13953488372093,85873265305.0789,181373.71552190374
0.1,20000,171,11,58.47953216374269,86872026573.89531,183501.24824732397
0.1,20000,170,11,58.8235294117647,87888414439.76094,185666.43598615917
0.1,20000,169,11,59.171597633136095,88922846734.03973,187870.17261300373
0.1,20000,168,11,59.523809523809526,89975753749.74232,190113.37868480725
0.1,20000,167,11,59.880239520958085,91047578690.32758,192397.0024023809
0.1,20000,166,11,60.24096385542169,92138778137.47873,194722.02061257078
0.1,20000,165,11,60.60606060606061,93249822538.77618,197089.43985307624
0.1,20000,164,11,60.97560975609756,94381196716.24034,199500.29744199882
0.1,20000,163,11,61.34969325153374,95533400396.77136,201955.66261432497
0.1,20000,162,11,61.72839506172839,96706948765.57065,204456.6377076665
0.1,20000,161,11,62.11180124223603,97902373043.68869,207004.3593997145
0.1,20000,160,11,62.5,99120221090.9091,209600.00000000003
0.1,20000,159,11,62.893081761006286,100361058035.24747,212244.76879870257
0.1,20000,158,11,63.29113924050633,101625466930.41617,214939.91347540458
0.1,20000,157,11,63.69426751592356,102914049442.68439,217686.7215708548
0.1,20000,156,11,64.1025641025641,104227426568.64503,220486.52202498357
0.1,20000,155,12,64.51612903225806,96769052770.0312,223340.68678459938
0.1,20000,154,12,64.93506493506493,98020220682.52094,226250.6324843987
0.1,20000,153,12,65.359477124183,99295938084.21262,229217.82220513478
0.1,20000,152,12,65.78947368421052,100596852299.16896,232243.76731301937
0.1,20000,151,12,66.2251655629139,101923632140.11081,235330.02938467608
0.1,20000,150,12,66.66666666666667,103276968770.37038,238478.22222222225
0.1,20000,149,12,67.11409395973155,104657576606.45918,241690.013963335
0.1,20000,148,12,67.56756756756756,106066194263.45264,244967.12929145363
0.1,20000,147,12,68.02721088435374,107503585545.52884,248311.35175158497
0.1,20000,146,12,68.4931506849315,108970540484.14337,251724.5261775192
0.1,20000,145,12,68.96551724137932,110467876426.47643,255208.5612366231
0.1,20000,144,12,69.44444444444444,111996439176.95474,258765.43209876542
0.1,20000,143,12,69.93006993006993,113557104194.82617,262397.1832363441
0.1,20000,142,12,70.4225352112676,115150777850.95547,266105.9313628248
0.1,20000,141,12,70.92198581560284,116778398747.21259,269893.8685176802
0.1,20000,140,12,71.42857142857143,118440939102.04082,273763.2653061225
0.1,20000,139,12,71.94244604316546,120139406206.02797,277716.4743025723
0.1,20000,138,12,72.46376811594203,121874843951.55081,281755.9336273892
0.1,20000,137,12,72.99270072992701,123648334440.8333,285884.1707070169
0.1,20000,136,12,73.52941176470588,125460999677.0473,290103.8062283737
0.1,20000,135,13,74.07407407407408,117520618470.82411,294417.5582990398
0.1,20000,134,13,74.6268656716418,119269433238.85738,298828.2468255736
0.1,20000,133,13,75.18796992481202,121057754245.18495,303338.7981231273
0.1,20000,132,13,75.75757575757575,122886781821.00728,307952.24977043155
0.1,20000,131,13,76.33587786259542,124757762254.84439,312671.75572519086
0.1,20000,130,13,76.92307692307692,126671989920.80107,317500.5917159763
0.1,20000,129,13,77.51937984496124,128630809522.72653,322442.16092782887
0.1,20000,128,13,78.125,130635618461.53848,327500.0
0.1,20000,127,13,78.74015748031496,132687869333.49866,332677.7853555707
0.1,20000,126,13,79.36507936507937,134789072567.78494,337979.33988410176
0.1,20000,125,13,80.0,136940799212.3077,343408.64
0.1,20000,124,13,80.64516129032258,139144683877.37134,348969.8231009365
0.1,20000,123,13,81.30081300813008,141402427847.48602,354667.19545244233
0.1,20000,122,13,81.9672131147541,143715802372.3978,360505.24052674015
0.1,20000,121,13,82.64462809917356,146086652149.2332,366488.6278259682
0.1,20000,120,13,83.33333333333333,148516899008.547,372622.2222222222
0.1,20000,119,13,84.03361344537815,151008545818.0376,378911.09384930436
0.1,20000,118,14,84.7457627118644,142594846288.83325,385360.52858374023
0.1,20000,117,14,85.47008547008546,145028446651.8477,391976.0391555263
0.1,20000,116,14,86.20689655172414,147525131741.12454,398763.3769322236
0.1,20000,115,14,86.95652173913044,150087103153.1191,405728.5444234405
0.1,20000,114,14,87.71929824561404,152716659409.92834,412877.80855647894
0.1,20000,113,14,88.49557522123894,155416201126.38864,420217.7147779779
0.1,20000,112,14,89.28571428571429,158188236501.45773,427755.1020408163
0.1,20000,111,14,90.09009009009009,161035387157.3504,435497.11874036194
0.1,20000,110,14,90.9090909090909,163960394351.83,443451.23966942145
0.1,20000,109,14,91.74311926605505,166966125591.15997,451625.28406699776
0.1,20000,108,14,92.5925925925926,170055581673.52536,460027.4348422496
0.1,20000,107,14,93.45794392523365,173231904195.251,468666.25906192674
0.1,20000,106,14,94.33962264150944,176498383554.90005,477550.72979708086
0.1,20000,105,14,95.23809523809524,179858467493.35925,486690.24943310657
0.1,20000,104,14,96.15384615384616,183315770211.32712,496094.674556213
0.1,20000,103,15,97.0873786407767,174415809968.64297,505774.34253935335
0.1,20000,102,15,98.03921568627452,177834888185.56967,515740.09996155323
0.1,20000,101,15,99.00990099009901,181355849956.6709,526003.333006568
0.1,20000,100,15,100.0,184982787413.33337,536576.0
0.1,20000,99,15,101.01010101010101,188720000291.67096,547470.6662585451
0.1,20000,98,15,102.04081632653062,192572008703.04037,558700.5414410662
0.1,20000,97,15,103.09278350515464,196543566830.62314,570279.519608885
0.1,20000,96,15,104.16666666666667,200639677629.62964,582222.2222222222
0.1,20000,95,15,105.26315789473684,204865608616.06647,594544.0443213297
0.1,20000,94,15,106.38297872340425,209226908837.18124,607261.2041647804
0.1,20000,93,15,107.52688172043011,213729427125.75635,620390.7966238873
0.1,20000,92,15,108.69565217391305,218379331750.4726,633950.8506616256
0.1,20000,91,15,109.89010989010988,223183131585.7183,647960.3912570946
0.1,20000,90,16,111.11111111111111,213888467753.08646,662439.5061728396
0.1,20000,89,16,112.35955056179775,218700275783.3607,677409.4180027774
0.1,20000,88,16,113.63636363636364,223676805289.25623,692892.5619834712
0.1,20000,87,16,114.94252873563218,228825667306.11703,708912.6701017307
0.1,20000,86,16,116.27906976744185,234154917728.50192,725494.862087615
0.1,20000,85,16,117.6470588235294,239673088885.8131,742665.7439446367
0.1,20000,84,16,119.04761904761905,245389223764.17233,760453.514739229
0.1,20000,83,16,120.48192771084338,251312913131.07858,778888.0824502831
0.1,20000,82,16,121.95121951219512,257454335847.70972,798001.1897679953
0.1,20000,81,16,123.45679012345678,263824302685.56616,817826.550830666
0.1,20000,80,16,125.0,270434304000.00003,838400.0000000001
0.1,20000,79,16,126.58227848101266,277296561653.5812,859759.6539016183
0.1,20000,78,17,128.2051282051282,267693257061.5307,881946.0880999343
0.1,20000,77,17,129.87012987012986,274664221942.3968,905002.5299375948
0.1,20000,76,17,131.57894736842104,281911801909.7278,928975.0692520775
0.1,20000,75,17,133.33333333333334,289450838002.6144,953912.888888889
0.1,20000,74,17,135.13513513513513,297297180368.6676,979868.5171658145
0.1,20000,73,17,136.986301369863,305467771745.71985,1006898.1047100768
0.1,20000,72,17,138.88888888888889,313980739114.016,1035061.7283950617
0.1,20000,71,17,140.8450704225352,322855494445.77985,1064423.7254512992
0.1,20000,70,17,142.85714285714286,332112845599.0397,1095053.06122449
0.1,20000,69,17,144.92753623188406,341775118540.0991,1127023.7345095568
0.1,20000,68,18,147.05882352941177,332318164890.42676,1160415.224913495
0.1,20000,67,18,149.2537313432836,342278139539.1203,1195312.9873022945
0.1,20000,66,18,151.5151515151515,352693742499.7449,1231808.9990817262
0.1,20000,65,18,153.84615384615384,363593210950.69037,1270002.3668639052
0.1,20000,64,18,156.25,375007004444.4444,1310000.0
0.1,20000,63,18,158.73015873015873,386968018176.42285,1351917.359536407
0.1,20000,62,18,161.29032258064515,399511820520.29126,1395879.292403746
0.1,20000,61,18,163.9344262295082,412676918037.5646,1442020.9621069606
0.1,20000,60,18,166.66666666666666,426505051654.3209,1490488.8888888888
0.1,20000,59,19,169.4915254237288,417828816251.8332,1541442.114334961
0.1,20000,58,19,172.41379310344828,432317929923.0241,1595053.5077288945
0.1,20000,57,19,175.43859649122808,447575538057.70197,1651511.2342259157
0.1,20000,56,19,178.57142857142858,463656992996.7776,1711020.408163265
0.1,20000,55,19,181.8181818181818,480622722950.8483,1773804.9586776858
0.1,20000,54,19,185.1851851851852,498538801033.8603,1840109.7393689984
0.1,20000,53,19,188.67924528301887,517477590139.9637,1910202.9191883234
0.1,20000,52,19,192.30769230769232,537518475440.6727,1984378.698224852
0.1,20000,51,20,196.07843137254903,530811263458.66974,2062960.399846213
0.1,20000,50,20,200.0,552201093120.0,2146304.0
0.1,20000,49,20,204.08163265306123,574912690272.3864,2234802.1657642648
0.1,20000,48,20,208.33333333333334,599057294222.2222,2328888.888888889
0.1,20000,47,20,212.7659574468085,624758099788.1394,2429044.816659122
0.1,20000,46,20,217.3913043478261,652151833164.4612,2535803.4026465025
0.1,20000,45,20,222.22222222222223,681390575565.4321,2649758.024691358
0.1,20000,44,20,227.27272727272728,712643880198.3472,2771570.2479338846
0.1,20000,43,21,232.5581395348837,710572607385.2017,2901979.44835046
0.1,20000,42,21,238.0952380952381,744738054827.7725,3041814.058956916
0.1,20000,41,21,243.90243902439025,781431949064.3325,3192004.759071981
0.1,20000,40,21,250.0,820910177523.8097,3353600.0000000005
0.1,20000,39,21,256.4102564102564,863461842011.2081,3527784.352399737
0.1,20000,38,21,263.1578947368421,909414570193.9058,3715900.27700831
0.1,20000,37,22,270.27027027027026,915543534014.2109,3919474.068663258
0.1,20000,36,22,277.77777777777777,967017146756.4535,4140246.9135802467
0.1,20000,35,22,285.7142857142857,1022962731695.7329,4380212.24489796
0.1,20000,34,22,294.11764705882354,1083913901780.4341,4641660.89965398
0.1,20000,33,22,303.030303030303,1150486312753.986,4927235.996326905
0.1,20000,32,22,312.5,1223393280000.0,5240000.0
0.1,20000,31,22,322.5806451612903,1303464976952.0386,5583517.169614984
0.1,20000,30,23,333.3333333333333,1331164699207.729,5961955.555555555
0.1,20000,29,23,344.82758620689657,1424409967661.6865,6380214.030915578
0.1,20000,28,23,357.14285714285717,1527818031020.408,6844081.63265306
0.1,20000,27,23,370.3703703703704,1642921659583.706,7360438.957475994
0.1,20000,26,23,384.61538461538464,1771553910285.5674,7937514.792899408
0.1,20000,25,24,400.0,1836091528533.3335,8585216.0
0.1,20000,24,24,416.6666666666667,1992088082962.963,9315555.555555556
0.1,20000,23,24,434.7826086956522,2168862507069.9429,10143213.61058601
0.1,20000,22,24,454.54545454545456,2370276439449.036,11086280.991735538
0.1,20000,21,24,476.1904761904762,2601132261103.5527,12167256.235827664
0.1,20000,20,24,500.0,2867462144000.0,13414400.000000002
0.1,20000,19,25,526.3157894736842,3049849231388.3657,14863601.10803324
0.1,20000,18,25,555.5555555555555,3397795314093.8267,16560987.654320987
0.1,20000,17,25,588.2352941176471,3808912771631.835,18566643.59861592
0.1,20000,16,25,625.0,4299476172800.0,20960000.0
0.1,20000,15,26,666.6666666666666,4703230809709.401,23847822.22222222
0.1,20000,14,26,714.2857142857143,5398577897896.388,27376326.53061224
0.1,20000,13,26,769.2307692307693,6260447359708.693,31750059.171597634
0.1,20000,12,26,833.3333333333334,7346596802735.043,37262222.222222224
0.1,20000,11,26,909.0909090909091,8742184094189.448,44345123.966942154
0.1,20000,10,27,1000.0,10185245885629.63,53657600.00000001
0.1,20000,9,27,1111.111111111111,12573121454997.715,66243950.61728395
0.1,20000,8,27,1250.0,15911266986666.666,83840000.0
0.1,20000,7,27,1428.5714285714287,20779986457928.95,109505306.12244897
0.1,20000,6,28,1666.6666666666667,27271006760634.92,149048888.8888889
0.1,20000,5,28,2000.0,39266325065142.87,214630400.00000003
0.1,20000,4,28,2500.0,61347500617142.87,335360000.0
0.1,20000,3,28,3333.3333333333335,109051321457777.78,596195555.5555556
0.1,20000,2,29,5000.0,236880911536551.75,1341440000.0
0.1,20000,1,29,10000.0,947428912728275.9,5365760000.0
