epsilon,M,k2,k1,replication_factor,probagation_complexity,historical_synchronization_complexity
0.05,20000,102,9,98.03921568627452,296391480309.2827,515740.09996155323
0.05,20000,101,9,99.00990099009901,302259749927.78485,526003.333006568
0.05,20000,100,9,100.0,308304645688.8889,536576.0
0.05,20000,99,9,101.01010101010101,314533333819.45154,547470.6662585451
0.05,20000,98,9,102.04081632653062,320953347838.4006,558700.5414410662
0.05,20000,97,9,103.09278350515464,327572611384.3719,570279.519608885
0.05,20000,96,9,104.16666666666667,334399462716.0494,582222.2222222222
0.05,20000,95,9,105.26315789473684,341442681026.77747,594544.0443213297
0.05,20000,94,9,106.38297872340425,348711514728.6354,607261.2041647804
0.05,20000,93,9,107.52688172043011,356215711876.2606,620390.7966238873
0.05,20000,92,9,108.69565217391305,363965552917.45435,633950.8506616256
0.05,20000,91,9,109.89010989010988,371971885976.1972,647960.3912570946
0.05,20000,90,9,111.11111111111111,380246164894.37585,662439.5061728396
0.05,20000,89,9,112.35955056179775,388800490281.5301,677409.4180027774
0.05,20000,88,9,113.63636363636364,397647653847.5666,692892.5619834712
0.05,20000,87,10,114.94252873563218,366121067689.78723,708912.6701017307
0.05,20000,86,10,116.27906976744185,374647868365.603,725494.862087615
0.05,20000,85,10,117.6470588235294,383476942217.3011,742665.7439446367
0.05,20000,84,10,119.04761904761905,392622758022.67584,760453.514739229
0.05,20000,83,10,120.48192771084338,402100661009.7257,778888.0824502831
0.05,20000,82,10,121.95121951219512,411926937356.3356,798001.1897679953
0.05,20000,81,10,123.45679012345678,422118884296.9058,817826.550830666
0.05,20000,80,10,125.0,432694886400.00006,838400.0000000001
0.05,20000,79,10,126.58227848101266,443674498645.72986,859759.6539016183
0.05,20000,78,10,128.2051282051282,455078537004.60223,881946.0880999343
0.05,20000,77,10,129.87012987012986,466929177302.07446,905002.5299375948
0.05,20000,76,10,131.57894736842104,479250063246.53735,928975.0692520775
0.05,20000,75,10,133.33333333333334,492066424604.4446,953912.888888889
0.05,20000,74,10,135.13513513513513,505405206626.73486,979868.5171658145
0.05,20000,73,10,136.986301369863,519295211967.7237,1006898.1047100768
0.05,20000,72,10,138.88888888888889,533767256493.82715,1035061.7283950617
0.05,20000,71,10,140.8450704225352,548854340557.82587,1064423.7254512992
0.05,20000,70,10,142.85714285714286,564591837518.3674,1095053.06122449
0.05,20000,69,10,144.92753623188406,581017701518.1685,1127023.7345095568
0.05,20000,68,10,147.05882352941177,598172696802.7682,1160415.224913495
0.05,20000,67,10,149.2537313432836,616100651170.4165,1195312.9873022945
0.05,20000,66,10,151.5151515151515,634848736499.5409,1231808.9990817262
0.05,20000,65,10,153.84615384615384,654467779711.2426,1270002.3668639052
0.05,20000,64,11,156.25,613647825454.5455,1310000.0
0.05,20000,63,11,158.73015873015873,633220393379.6008,1351917.359536407
0.05,20000,62,11,161.29032258064515,653746615396.8403,1395879.292403746
0.05,20000,61,11,163.9344262295082,675289502243.2875,1442020.9621069606
0.05,20000,60,11,166.66666666666666,697917357252.5253,1490488.8888888888
0.05,20000,59,11,169.4915254237288,721704318980.4392,1541442.114334961
0.05,20000,58,11,172.41379310344828,746730969867.0415,1595053.5077288945
0.05,20000,57,11,175.43859649122808,773085020281.4852,1651511.2342259157
0.05,20000,56,11,178.57142857142858,800862078812.6158,1711020.408163265
0.05,20000,55,11,181.8181818181818,830166521460.5558,1773804.9586776858
0.05,20000,54,11,185.1851851851852,861112474513.0315,1840109.7393689984
0.05,20000,53,11,188.67924528301887,893824928423.5736,1910202.9191883234
0.05,20000,52,11,192.30769230769232,928441003033.8892,1984378.698224852
0.05,20000,51,11,196.07843137254903,965111388106.6722,2062960.399846213
0.05,20000,50,11,200.0,1004001987490.9092,2146304.0
0.05,20000,49,11,204.08163265306123,1045295800495.248,2234802.1657642648
0.05,20000,48,11,208.33333333333334,1089195080404.0404,2328888.888888889
0.05,20000,47,11,212.7659574468085,1135923817796.6172,2429044.816659122
0.05,20000,46,11,217.3913043478261,1185730605753.5657,2535803.4026465025
0.05,20000,45,11,222.22222222222223,1238891955573.513,2649758.024691358
0.05,20000,44,12,227.27272727272728,1187739800330.5789,2771570.2479338846
0.05,20000,43,12,232.5581395348837,1243502062924.103,2901979.44835046
0.05,20000,42,12,238.0952380952381,1303291595948.6018,3041814.058956916
0.05,20000,41,12,243.90243902439025,1367505910862.5818,3192004.759071981
0.05,20000,40,12,250.0,1436592810666.667,3353600.0000000005
0.05,20000,39,12,256.4102564102564,1511058223519.6143,3527784.352399737
0.05,20000,38,12,263.1578947368421,1591475497839.335,3715900.27700831
0.05,20000,37,12,270.27027027027026,1678496479026.053,3919474.068663258
0.05,20000,36,12,277.77777777777777,1772864769053.498,4140246.9135802467
0.05,20000,35,12,285.7142857142857,1875431674775.51,4380212.24489796
0.05,20000,34,12,294.11764705882354,1987175486597.4626,4641660.89965398
0.05,20000,33,12,303.030303030303,2109224906715.6414,4927235.996326905
0.05,20000,32,12,312.5,2242887680000.0,5240000.0
0.05,20000,31,12,322.5806451612903,2389685791078.738,5583517.169614984
0.05,20000,30,12,333.3333333333333,2551399006814.8145,5961955.555555555
0.05,20000,29,12,344.82758620689657,2730119104684.8994,6380214.030915578
0.05,20000,28,13,357.14285714285717,2703062670266.8755,6844081.63265306
0.05,20000,27,13,370.3703703703704,2906707551571.172,7360438.957475994
0.05,20000,26,13,384.61538461538464,3134287687428.3115,7937514.792899408
0.05,20000,25,13,400.0,3389707437292.308,8585216.0
0.05,20000,24,13,416.6666666666667,3677701076239.3164,9315555.555555556
0.05,20000,23,13,434.7826086956522,4004053859206.0493,10143213.61058601
0.05,20000,22,13,454.54545454545456,4375894965136.682,11086280.991735538
0.05,20000,21,13,476.1904761904762,4802090328191.173,12167256.235827664
0.05,20000,20,13,500.0,5293776265846.154,13414400.000000002
0.05,20000,19,13,526.3157894736842,5865094675746.855,14863601.10803324
0.05,20000,18,13,555.5555555555555,6534221757872.744,16560987.654320987
0.05,20000,17,13,588.2352941176471,7324832253138.143,18566643.59861592
0.05,20000,16,13,625.0,8268223409230.7705,20960000.0
0.05,20000,15,13,666.6666666666666,9406461619418.803,23847822.22222222
0.05,20000,14,13,714.2857142857143,10797155795792.775,27376326.53061224
0.05,20000,13,14,769.2307692307693,11626545096601.86,31750059.171597634
0.05,20000,12,14,833.3333333333334,13643679776507.936,37262222.222222224
0.05,20000,11,14,909.0909090909091,16235484746351.83,44345123.966942154
0.05,20000,10,14,1000.0,19642974208000.004,53657600.00000001
0.05,20000,9,14,1111.111111111111,24248162806067.016,66243950.61728395
0.05,20000,8,14,1250.0,30686014902857.15,83840000.0
0.05,20000,7,14,1428.5714285714287,40075688168862.98,109505306.12244897
0.05,20000,6,14,1666.6666666666667,54542013521269.84,149048888.8888889
0.05,20000,5,14,2000.0,78532650130285.73,214630400.00000003
0.05,20000,4,14,2500.0,122695001234285.73,335360000.0
0.05,20000,3,14,3333.3333333333335,218102642915555.56,596195555.5555556
0.05,20000,2,14,5000.0,490681888182857.2,1341440000.0
0.05,20000,1,15,10000.0,1831695897941333.2,5365760000.0
