epsilon,M,k2,k1,replication_factor,probagation_complexity,historical_synchronization_complexity
0.05,10000,103,4,48.54368932038835,165181854078.61252,252887.17126967668
0.05,10000,102,4,49.01960784313726,168403583360.2461,257870.04998077662
0.05,10000,101,4,49.504950495049506,171721152106.65625,263001.666503284
0.05,10000,100,4,50.0,175138406400.0,268288.0
0.05,10000,99,4,50.505050505050505,178659387344.14856,273735.33312927256
0.05,10000,98,4,51.02040816326531,182288343057.05954,279350.2707205331
0.05,10000,97,4,51.54639175257732,186029741532.57516,285139.7598044425
0.05,10000,96,4,52.083333333333336,189888284444.44446,291111.1111111111
0.05,10000,95,4,52.63157894736842,193868921972.29913,297272.02216066484
0.05,10000,94,4,53.191489361702125,197976868736.98502,303630.6020823902
0.05,10000,93,4,53.763440860215056,202217620941.1493,310195.39831194363
0.05,10000,92,4,54.34782608695652,206596974820.41592,316975.4253308128
0.05,10000,91,5,54.94505494505494,168896837216.76126,323980.1956285473
0.05,10000,90,5,55.55555555555556,172637034824.69138,331219.7530864198
0.05,10000,89,5,56.17977528089887,176503630244.66608,338704.7090013887
0.05,10000,88,5,56.81818181818182,180502392595.04135,346446.2809917356
0.05,10000,87,5,57.47126436781609,184639424143.74423,354456.33505086537
0.05,10000,86,5,58.13953488372093,188921183671.17358,362747.4310438075
0.05,10000,85,5,58.8235294117647,193354511767.47406,371332.87197231833
0.05,10000,84,5,59.523809523809526,197946658249.43314,380226.7573696145
0.05,10000,83,5,60.24096385542169,202705311902.45322,389444.04122514155
0.05,10000,82,5,60.97560975609756,207638632775.72876,399000.59488399763
0.05,10000,81,5,61.72839506172839,212755287284.2554,408913.275415333
0.05,10000,80,5,62.5,218064486400.00003,419200.00000000006
0.05,10000,79,5,63.29113924050633,223576027246.91556,429879.82695080916
0.05,10000,78,5,64.1025641025641,229300338451.01907,440973.04404996714
0.05,10000,77,5,64.93506493506493,235248529638.05026,452501.2649687974
0.05,10000,76,5,65.78947368421052,241432445518.0055,464487.53462603875
0.05,10000,75,5,66.66666666666667,247864725048.88895,476956.4444444445
0.05,10000,74,5,67.56756756756756,254558866232.28638,489934.25858290726
0.05,10000,73,5,68.4931506849315,261529297161.94403,503449.0523550384
0.05,10000,72,5,69.44444444444444,268791454024.6914,517530.86419753084
0.05,10000,71,5,70.4225352112676,276361866842.2932,532211.8627256496
0.05,10000,70,5,71.42857142857143,284258253844.898,547526.530612245
0.05,10000,69,5,72.46376811594203,292499625483.7219,563511.8672547784
0.05,10000,68,5,73.52941176470588,301106399224.91345,580207.6124567474
0.05,10000,67,5,74.6268656716418,310100526421.0292,597656.4936511472
0.05,10000,66,5,75.75757575757575,319505632734.6189,615904.4995408631
0.05,10000,65,5,76.92307692307692,329347173794.08276,635001.1834319526
0.05,10000,64,5,78.125,339652608000.0,655000.0
0.05,10000,63,5,79.36507936507937,350451588676.24084,675958.6797682035
0.05,10000,62,5,80.64516129032258,361776178081.1654,697939.646201873
0.05,10000,61,5,81.9672131147541,373661086168.2343,721010.4810534803
0.05,10000,60,5,83.33333333333333,386143937422.22217,745244.4444444444
0.05,10000,59,5,84.7457627118644,399265569608.7331,770721.0571674805
0.05,10000,58,5,86.20689655172414,413070368875.1487,797526.7538644472
0.05,10000,57,5,87.71929824561404,427606646347.7994,825755.6171129579
0.05,10000,56,5,89.28571428571429,442927062204.0816,855510.2040816325
0.05,10000,55,5,90.9090909090909,459089104185.12396,886902.4793388429
0.05,10000,54,5,92.5925925925926,476155628685.87103,920054.8696844992
0.05,10000,53,5,94.33962264150944,494195473953.7202,955101.4595941617
0.05,10000,52,5,96.15384615384616,513284156591.7159,992189.349112426
0.05,10000,51,5,98.03921568627452,533504664556.7089,1031480.1999231065
0.05,10000,50,5,100.0,554948362240.0,1073152.0
0.05,10000,49,5,102.04081632653062,577716026109.1211,1117401.0828821324
0.05,10000,48,6,104.16666666666667,501599194074.0741,1164444.4444444445
0.05,10000,47,6,106.38297872340425,523067272092.95306,1214522.408329561
0.05,10000,46,6,108.69565217391305,545948329376.1814,1267901.7013232512
0.05,10000,45,6,111.11111111111111,570369247341.5638,1324879.012345679
0.05,10000,44,6,113.63636363636364,596471480771.35,1385785.1239669423
0.05,10000,43,6,116.27906976744185,624413113942.6716,1450989.72417523
0.05,10000,42,6,119.04761904761905,654371263371.1263,1520907.029478458
0.05,10000,41,6,121.95121951219512,686544895593.8926,1596002.3795359905
0.05,10000,40,6,125.0,721158144000.0,1676800.0000000002
0.05,10000,39,6,128.2051282051282,758464228341.0037,1763892.1761998686
0.05,10000,38,6,131.57894736842104,798750105410.8955,1857950.138504155
0.05,10000,37,6,135.13513513513513,842342011044.558,1959737.034331629
0.05,10000,36,6,138.88888888888889,889612094156.3787,2070123.4567901234
0.05,10000,35,6,142.85714285714286,940986395863.9456,2190106.12244898
0.05,10000,34,6,147.05882352941177,996954494671.2803,2320830.44982699
0.05,10000,33,6,151.5151515151515,1058081227499.2347,2463617.9981634524
0.05,10000,32,6,156.25,1125021013333.3335,2620000.0
0.05,10000,31,6,161.29032258064515,1198535461560.874,2791758.584807492
0.05,10000,30,6,166.66666666666666,1279515154962.9626,2980977.7777777775
0.05,10000,29,6,172.41379310344828,1369006778089.576,3190107.015457789
0.05,10000,28,6,178.57142857142858,1468247144489.796,3422040.81632653
0.05,10000,27,6,185.1851851851852,1578706203273.8909,3680219.478737997
0.05,10000,26,6,192.30769230769232,1702141838895.4636,3968757.396449704
0.05,10000,25,6,200.0,1840670310400.0,4292608.0
0.05,10000,24,6,208.33333333333334,1996857647407.4072,4657777.777777778
0.05,10000,23,6,217.3913043478261,2173839443881.537,5071606.805293005
0.05,10000,22,6,227.27272727272728,2375479600661.1577,5543140.495867769
0.05,10000,21,6,238.0952380952381,2606583191897.2036,6083628.117913832
0.05,10000,20,6,250.0,2873185621333.334,6707200.000000001
0.05,10000,19,6,263.1578947368421,3182950995678.67,7431800.55401662
0.05,10000,18,6,277.77777777777777,3545729538106.996,8280493.8271604935
0.05,10000,17,7,294.11764705882354,3406586548452.7925,9283321.79930796
0.05,10000,16,7,312.5,3844950308571.429,10480000.0
0.05,10000,15,7,333.3333333333333,4373826868825.3965,11923911.11111111
0.05,10000,14,7,357.14285714285717,5019973530495.627,13688163.26530612
0.05,10000,13,7,384.61538461538464,5820819990938.292,15875029.585798817
0.05,10000,12,7,416.6666666666667,6830016284444.445,18631111.111111112
0.05,10000,11,7,454.54545454545456,8126662078110.98,22172561.983471077
0.05,10000,10,7,500.0,9831298779428.572,26828800.000000004
0.05,10000,9,7,555.5555555555555,12134983264620.812,33121975.308641974
0.05,10000,8,7,625.0,15355272045714.287,41920000.0
0.05,10000,7,7,714.2857142857143,20051860763615.164,54752653.06122448
0.05,10000,6,7,833.3333333333334,27287359553015.87,74524444.44444445
0.05,10000,5,7,1000.0,39285948416000.01,107315200.00000001
0.05,10000,4,7,1250.0,61372029805714.3,167680000.0
0.05,10000,3,7,1666.6666666666667,109084027042539.69,298097777.7777778
0.05,10000,2,7,2500.0,245390002468571.47,670720000.0
0.05,10000,1,7,5000.0,981363776365714.4,2682880000.0
